Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
34,4.6,17.45971,78.368855,17.49971,78.408855,13:50:30,13:51:36,Sunny,High ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,22
39,4.8,23.371292,85.327872,23.431292,85.387872,19:17:31,19:24:27,Windy,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,26
35,4.6,9.979186,76.317361,10.109186,76.447361,22:14:21,22:28:28,Sandstorms,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,22
24,4.7,21.149834,72.778666,21.179834,72.808666,19:55:46,20:12:32,Cloudy,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,24
26,4.3,22.310237,73.158921,22.340237,73.188921,0:02:01,0:12:30,Windy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,27
29,4.5,26.911927,75.797282,27.041927,75.927282,20:16:20,20:25:38,Sandstorms,Jam ,2,Snack ,scooter ,0,No ,Urban ,16
35,4.9,12.311072,76.654878,12.341072,76.684878,17:12:24,17:17:45,Sunny,Medium ,1,Meal ,motorcycle ,1,No ,Metropolitian ,20
22,4.8,26.90519,75.810753,27.03519,75.940753,21:13:12,21:24:49,Sandstorms,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,32
37,4.7,22.310329,73.169083,22.380329,73.239083,19:36:32,19:45:05,Fog,Jam ,1,Buffet ,motorcycle ,0,No ,Urban ,37
23,4.9,12.934179,77.615797,12.964179,77.645797,23:59:16,0:02:40,Fog,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,14
22,4.7,13.045479,80.23311,13.095479,80.28311,19:49:50,20:00:18,Stormy,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,27
22,5,12.323194,76.630583,12.383194,76.690583,17:18:06,17:31:52,Windy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,21
26,4.5,17.458998,78.500366,17.518998,78.560366,22:44:21,22:49:25,Sunny,Low ,0,Meal ,motorcycle ,1,No ,Urban ,15
35,4.9,19.178321,72.834715,19.198321,72.854715,8:36:40,8:46:42,Stormy,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,25
24,4.9,18.636215,73.751081,18.716215,73.831081,18:48:49,18:56:31,Sandstorms,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,18
39,4.8,22.751234,75.88949,22.881234,76.01949,23:38:23,23:50:21,Sandstorms,Low ,2,Snack ,motorcycle ,1,No ,Metropolitian ,27
26,4.7,15.574828,73.766883,15.624828,73.816883,17:14:51,17:16:49,Fog,Medium ,1,Snack ,motorcycle ,0,No ,Urban ,19
37,4.3,19.065838,72.832658,19.125838,72.892658,19:57:44,20:06:20,Cloudy,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,36
34,4.9,21.173493,72.801953,21.223493,72.851953,19:22:25,19:29:40,Cloudy,Jam ,1,Buffet ,motorcycle ,2,No ,Metropolitian ,38
28,4.8,17.429585,78.392621,17.499585,78.462621,19:30:58,19:46:14,Cloudy,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,39
36,4.9,23.233219,77.433571,23.263219,77.463571,17:52:18,18:06:14,Fog,Medium ,1,Meal ,motorcycle ,1,No ,Metropolitian ,18
26,4.8,22.311603,73.165012,22.331603,73.185012,8:31:41,8:37:39,Stormy,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,18
35,4.3,21.149669,72.772629,21.179669,72.802629,23:22:38,23:38:03,Stormy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,32
24,4.7,19.178321,72.834715,19.198321,72.854715,10:53:07,11:06:34,Sunny,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,24
34,4.8,23.235123,77.398886,23.295123,77.458886,23:46:43,0:00:12,Windy,Low ,2,Buffet ,scooter ,1,No ,Metropolitian ,22
21,4.5,13.058616,80.264151,13.188616,80.394151,18:16:11,18:29:29,Sandstorms,Medium ,1,Snack ,scooter ,1,No ,Urban ,26
20,4.7,13.027018,80.254791,13.137018,80.364791,20:34:17,20:41:52,Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Urban ,30
35,4.7,12.979166,77.640709,13.049166,77.710709,18:01:57,18:10:38,Fog,Medium ,0,Snack ,motorcycle ,2,No ,Metropolitian ,37
27,4.7,17.45971,78.368855,17.53971,78.448855,23:33:31,23:47:33,Fog,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,24
35,4.8,21.170096,72.789122,21.220096,72.839122,22:04:34,22:16:28,Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,30
33,4.7,27.195928,77.998092,27.205928,78.008092,10:23:03,10:29:08,Cloudy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,25
23,4.6,12.970324,77.645748,13.040324,77.715748,20:34:16,20:48:14,Fog,Jam ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,44
39,4.6,11.003669,76.976494,11.023669,76.996494,10:15:55,10:32:45,Sandstorms,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,22
35,4.2,9.959778,76.296106,10.039778,76.376106,18:26:55,18:33:23,Cloudy,Medium ,2,Meal ,electric_scooter ,2,No ,Metropolitian ,39
23,4.9,13.066762,80.251865,13.086762,80.271865,9:25:07,9:35:19,Windy,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,17
23,4.6,12.972793,80.249982,12.992793,80.269982,9:17:10,9:33:15,Fog,Low ,0,Drinks ,motorcycle ,0,No ,NaN ,16
35,4.6,23.355164,85.324097,23.375164,85.344097,8:17:14,8:34:56,Windy,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,25
38,4.6,13.054347,80.257221,13.084347,80.287221,22:22:11,22:26:07,Fog,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,18
28,4.2,21.186438,72.794115,21.266438,72.874115,17:19:58,17:24:05,Fog,Medium ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,39
34,4.8,12.979166,77.640709,13.049166,77.710709,19:16:29,19:21:40,Fog,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,40
34,4.2,26.913726,75.75282,26.963726,75.80282,21:40:28,21:49:16,Fog,Jam ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,37
24,4.1,19.055831,72.833984,19.145831,72.923984,21:41:26,21:54:47,Cloudy,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,33
20,4.5,11.024839,77.007003,11.054839,77.037003,21:52:29,22:01:55,Sandstorms,Jam ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,27
26,5,30.319528,78.040267,30.459528,78.180267,18:20:56,18:29:20,Cloudy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,31
25,5,19.1093,72.825451,19.1393,72.855451,22:20:55,22:26:57,Sunny,Low ,0,Drinks ,motorcycle ,0,NaN ,Urban ,10
33,4.6,17.483216,78.552111,17.523216,78.592111,16:22:23,16:36:06,Windy,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,31
29,4.9,9.985497,76.276999,10.045497,76.336999,21:28:22,21:40:43,Sunny,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,10
21,4.6,11.001852,76.976268,11.021852,76.996268,11:42:36,11:48:31,Sandstorms,High ,2,Drinks ,scooter ,1,No ,Metropolitian ,23
25,4.5,21.149569,72.772697,21.229569,72.852697,17:25:55,17:33:26,Fog,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,26
25,4.8,11.016298,76.972076,11.146298,77.102076,22:27:17,22:41:18,Sandstorms,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,18
20,4.7,30.890184,75.829615,30.920184,75.859615,18:00:55,18:09:58,Sunny,Medium ,2,Buffet ,motorcycle ,0,No ,Urban ,10
22,4.6,19.888716,75.321461,19.978716,75.411461,23:12:52,23:29:57,Windy,Low ,1,Snack ,motorcycle ,0,No ,Urban ,12
22,4.6,30.873988,75.842739,30.983988,75.952739,23:14:56,23:23:41,Sandstorms,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,22
35,4.7,12.979096,77.640625,13.009096,77.670625,17:45:22,17:52:32,Sunny,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,16
25,5,17.422819,78.449578,17.482819,78.509578,20:39:51,20:53:53,Stormy,Jam ,2,Meal ,electric_scooter ,0,No ,Urban ,14
34,4.8,25.450317,81.831681,25.460317,81.841681,8:10:07,8:22:01,Cloudy,Low ,2,Drinks ,scooter ,0,No ,Urban ,15
27,4.4,19.221315,72.862381,19.231315,72.872381,10:15:09,10:19:22,Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Urban ,24
38,5,26.913726,75.75282,26.973726,75.812821,20:17:32,20:20:08,Sandstorms,Jam ,0,Snack ,motorcycle ,1,Yes ,Metropolitian ,47
23,5,17.450851,78.379347,17.580851,78.509347,19:49:12,20:03:18,Sunny,Jam ,2,Snack ,scooter ,1,No ,Urban ,20
39,4.6,18.53408,73.89852,18.64408,74.00852,22:27:46,22:33:29,Sunny,Low ,1,Drinks ,motorcycle ,1,No ,Urban ,29
27,5,26.846156,75.8023,26.906156,75.8623,17:59:55,18:07:38,Windy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,28
26,4.7,17.428294,78.404423,17.538294,78.514423,18:33:15,18:47:49,Sunny,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,16
22,4.5,11.021278,76.995017,11.151278,77.125017,21:38:36,21:42:50,Stormy,Jam ,1,Snack ,motorcycle ,0,No ,Urban ,16
31,4.7,17.430448,78.418213,17.450448,78.438213,10:57:34,11:07:43,Sunny,Low ,1,Drinks ,motorcycle ,0,No ,Urban ,10
31,4.7,22.31279,73.170283,22.32279,73.180283,11:45:42,11:54:23,Sunny,High ,0,Drinks ,motorcycle ,1,No ,Urban ,29
28,4,22.310526,73.170937,22.320526,73.180937,8:51:11,9:03:07,Stormy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,20
31,4.6,11.003681,76.975525,11.013681,76.985525,10:33:37,10:38:05,Sandstorms,Low ,2,Snack ,motorcycle ,1,No ,Metropolitian ,24
39,4.6,26.911927,75.797282,27.001927,75.887282,20:30:45,20:49:40,Sunny,Jam ,1,Drinks ,motorcycle ,,No ,Urban ,16
21,5,12.913041,77.683237,12.993041,77.763237,21:51:10,22:08:17,Stormy,Jam ,2,Snack ,motorcycle ,0,No ,Metropolitian ,25
21,4.9,12.323225,76.630028,12.373225,76.680028,20:18:52,20:22:34,Sandstorms,Jam ,2,Meal ,motorcycle ,1,No ,Metropolitian ,25
26,5,12.913041,77.683237,12.963041,77.733237,22:31:19,22:38:15,Cloudy,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,17
21,4.8,30.885915,75.788259,31.025915,75.928259,21:35:50,21:45:03,Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,31
26,4.8,26.47775,80.351569,26.56775,80.441569,0:01:30,0:09:13,Fog,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,22
21,4.6,15.576683,73.75575,15.596683,73.77575,8:57:05,9:14:52,Cloudy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,24
20,4.9,13.058616,80.264151,13.188616,80.394151,17:32:18,17:42:37,Fog,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,32
21,4.9,22.760072,75.892574,22.810072,75.942574,21:04:12,21:14:06,Sandstorms,Jam ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,13
28,4.8,18.530963,73.828972,18.620963,73.918972,23:39:20,23:45:43,Sandstorms,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,24
25,5,11.024839,77.007003,11.034839,77.017003,8:16:12,8:32:37,Fog,Low ,1,Meal ,motorcycle ,0,NaN ,Metropolitian ,13
37,4,18.563934,73.915367,18.593934,73.945367,17:50:41,17:56:02,Sandstorms,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,33
20,4.7,12.906229,77.596791,12.966229,77.656791,18:40:53,18:51:03,Cloudy,Medium ,1,Snack ,scooter ,0,No ,Metropolitian ,16
25,4.9,19.055831,72.833984,19.115831,72.893984,18:59:20,19:14:49,Cloudy,Medium ,2,Snack ,scooter ,1,No ,Urban ,13
21,4.5,30.319528,78.040267,30.329528,78.050267,9:35:46,9:38:01,Fog,Low ,0,Snack ,motorcycle ,0,No ,Urban ,19
35,3.5,18.51421,73.838429,18.60421,73.928429,20:45:17,20:58:04,Sandstorms,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,37
36,4.7,11.000762,76.981876,11.050762,77.031876,22:18:42,22:20:48,Fog,Low ,0,Snack ,motorcycle ,1,No ,Urban ,23
37,4.8,22.308096,73.167753,22.358096,73.217753,17:38:39,17:43:25,Sunny,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,28
35,4.4,17.422819,78.449578,17.482819,78.509578,23:49:37,23:59:14,Sandstorms,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,30
37,4.8,22.760072,75.892574,22.850072,75.982574,18:41:16,18:58:29,Stormy,Medium ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,22
22,4.8,17.431668,78.408321,17.481668,78.458321,18:20:27,18:37:18,Windy,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,29
23,4.6,11.000762,76.981876,11.040762,77.021876,12:22:44,12:25:22,Fog,High ,2,Buffet ,scooter ,1,No ,Metropolitian ,26
32,4.8,18.994237,72.825553,19.044237,72.875553,21:22:39,21:37:05,Sunny,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,20
36,5,12.939496,77.625999,13.069496,77.755999,19:47:25,19:51:26,Sunny,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,41
22,4.8,22.311358,73.164798,22.421358,73.274798,18:21:29,18:37:12,Sandstorms,Medium ,2,Buffet ,scooter ,1,No ,Urban ,25
30,4.6,17.440827,78.393391,17.520827,78.473391,21:51:33,21:56:59,Cloudy,Jam ,2,Buffet ,scooter ,1,No ,Urban ,38
26,5,17.426228,78.407495,17.446228,78.427495,10:22:51,10:34:14,Stormy,Low ,1,Snack ,motorcycle ,0,No ,NaN ,10
34,4,26.891191,75.802083,26.961191,75.872083,21:40:31,21:53:17,Cloudy,Jam ,2,Drinks ,motorcycle ,2,No ,Metropolitian ,38
20,4.1,19.22384,72.841347,19.27384,72.891347,22:14:40,22:20:58,Sandstorms,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,22
31,4.5,19.22384,72.841347,19.30384,72.921347,18:54:17,19:08:36,Sandstorms,Medium ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,28
22,4.5,17.450851,78.379347,17.470851,78.399347,11:57:57,12:02:51,Windy,High ,1,Drinks ,motorcycle ,1,No ,Urban ,18
34,4.7,12.978453,77.643685,13.108453,77.773685,22:04:59,22:14:30,Cloudy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,51
21,4.8,22.744648,75.894377,22.874648,76.024377,17:13:49,17:28:59,Cloudy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,42
28,4.6,12.979096,77.640625,13.109096,77.770625,17:28:51,17:44:09,Windy,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,39
27,4.6,18.536718,73.830327,18.576718,73.870328,15:57:45,16:03:14,Sandstorms,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,20
31,4.3,18.53408,73.89852,18.55408,73.91852,11:16:16,11:27:50,Fog,High ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,33
22,4.9,22.651847,75.881991,22.701847,75.931991,20:57:08,21:09:12,Cloudy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,29
22,4.9,21.149834,72.778666,21.199834,72.828666,20:32:03,20:43:24,Windy,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,16
26,4.6,18.543626,73.905101,18.573626,73.935101,18:26:06,18:34:28,Cloudy,Medium ,0,Buffet ,motorcycle ,1,No ,Urban ,27
25,4.9,18.927584,72.832585,19.037584,72.942585,19:30:11,19:37:30,Cloudy,Jam ,0,Snack ,motorcycle ,0,No ,Metropolitian ,46
20,4.9,17.431477,78.40035,17.481477,78.45035,20:48:11,20:54:23,Windy,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,12
30,4.9,18.927584,72.832585,18.957584,72.862585,22:59:43,23:14:55,Sandstorms,Low ,2,Buffet ,scooter ,1,No ,Metropolitian ,21
22,4.9,18.927584,72.832585,18.987584,72.892585,21:15:19,21:19:03,Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,26
33,4.5,18.994237,72.825553,19.014237,72.845553,11:55:32,12:12:56,Sandstorms,High ,1,Buffet ,scooter ,1,No ,Metropolitian ,28
26,4.5,26.913987,75.752891,26.943987,75.782891,18:11:53,18:26:53,Cloudy,Medium ,2,Drinks ,scooter ,1,No ,Urban ,10
28,4.8,17.430448,78.418213,17.460448,78.448213,17:22:32,17:34:22,Sunny,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,19
31,4.8,23.333017,85.3172,23.373017,85.3572,13:42:56,13:57:47,Sandstorms,High ,0,Snack ,motorcycle ,1,No ,Semi-Urban ,48
20,5,19.176269,72.836721,19.306269,72.966721,18:58:43,19:02:46,Windy,Medium ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,27
35,4.9,23.351489,85.324253,23.481489,85.454253,19:14:22,19:22:54,Sunny,Jam ,0,Snack ,motorcycle ,0,No ,Metropolitian ,26
39,4.2,22.311603,73.165012,22.351603,73.205012,13:47:04,14:03:11,Stormy,High ,1,Drinks ,scooter ,1,No ,Metropolitian ,33
25,4.8,13.045479,80.23311,13.105479,80.29311,22:42:09,22:51:31,Cloudy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,21
31,4.6,30.327968,78.046106,30.407968,78.126106,23:31:39,23:43:54,Sunny,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,16
34,5,18.536718,73.830327,18.576718,73.870328,15:56:30,16:01:02,Fog,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,16
24,4.7,12.939496,77.625999,13.019496,77.705999,18:43:34,18:59:43,Cloudy,Medium ,0,Snack ,motorcycle ,,No ,Metropolitian ,33
26,4.8,18.994237,72.825553,19.054237,72.885553,22:35:23,22:46:33,Cloudy,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,13
30,4.2,11.003681,76.975525,11.073681,77.045525,20:24:34,20:31:37,Windy,Jam ,0,Drinks ,motorcycle ,3,No ,Metropolitian ,44
21,5,22.527893,88.368628,22.607893,88.448628,17:58:14,18:09:23,Sandstorms,Medium ,2,Drinks ,scooter ,0,No ,Metropolitian ,25
30,4.7,18.51421,73.838429,18.62421,73.948429,20:26:18,20:41:18,Sandstorms,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,30
26,4.7,26.902908,75.792934,26.972908,75.862934,18:31:11,18:39:18,Sunny,Medium ,1,Buffet ,scooter ,0,No ,NaN ,10
30,4.6,15.51315,73.78346,15.52315,73.79346,9:13:07,9:16:08,Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,25
20,4.8,26.913987,75.752891,27.003987,75.842891,19:29:31,19:44:59,Sunny,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,24
36,4.3,18.546258,73.904337,18.556258,73.914337,10:37:52,10:52:19,Sandstorms,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,23
32,4.8,18.554382,73.798206,18.584382,73.828206,22:45:11,22:53:22,Sunny,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,10
30,4.7,13.026279,80.174568,13.156279,80.304568,17:33:59,17:47:46,Windy,Medium ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,20
31,4.9,21.17106,72.789292,21.18106,72.799292,9:19:11,9:34:32,Windy,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,22
33,4.6,23.354422,85.3329,23.424422,85.4029,17:47:44,18:01:32,Stormy,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,29
35,4.9,12.972532,77.608179,13.012532,77.648179,12:41:48,12:54:54,Fog,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,34
27,5,13.022394,80.242439,13.152394,80.372439,18:53:49,19:09:44,Sunny,Medium ,2,Snack ,scooter ,1,No ,Urban ,11
30,4.7,13.049645,80.242268,13.159645,80.352268,20:41:41,20:59:29,Stormy,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,26
32,4.8,17.410371,78.437225,17.540371,78.567225,0:04:10,0:08:33,Cloudy,Low ,2,Snack ,motorcycle ,1,No ,Metropolitian ,26
32,4.8,30.332735,78.054222,30.342735,78.064222,8:52:02,9:09:43,Windy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,29
35,4.9,12.98041,77.640489,13.00041,77.660489,10:34:17,10:47:05,Fog,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,17
39,4.5,26.905287,75.794592,26.955287,75.844592,17:41:36,17:55:28,Fog,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,26
33,4.4,11.016298,76.972076,11.106298,77.062076,19:25:32,19:37:43,Stormy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,38
23,4.7,17.424114,78.347554,17.534114,78.457554,18:05:28,18:05:36,Stormy,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,27
39,4.6,12.975996,80.221898,13.065996,80.311898,23:35:08,23:35:55,Windy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,17
24,4.9,18.536562,73.896485,18.606562,73.966485,22:48:52,22:53:21,Sunny,Low ,2,Meal ,motorcycle ,1,No ,Urban ,30
30,4.4,11.003669,76.976494,11.113669,77.086494,17:13:37,17:27:15,Sandstorms,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,41
20,4.8,13.02978,80.208812,13.08978,80.268812,20:50:30,21:03:47,Windy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,21
36,5,17.431477,78.40035,17.521477,78.49035,19:23:35,19:28:26,Windy,Jam ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,26
36,4.1,17.430448,78.418213,17.440448,78.428213,8:24:17,8:26:17,Windy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,21
27,5,12.323194,76.630583,12.353194,76.660583,19:50:24,20:09:22,Sunny,Jam ,1,Snack ,motorcycle ,1,No ,Urban ,18
39,4.8,13.054347,80.257221,13.114347,80.317221,21:44:22,21:45:03,Sunny,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,29
26,4.9,19.121999,72.908493,19.141999,72.928493,10:46:58,10:53:29,Windy,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,10
21,4.7,12.972532,77.608179,13.002532,77.638179,18:02:10,18:18:29,Sunny,Medium ,1,Buffet ,scooter ,0,No ,Metropolitian ,10
35,4.6,11.000762,76.981876,11.090762,77.071876,20:47:49,20:52:58,Sunny,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,15
31,4.2,12.979096,77.640625,12.989096,77.650625,8:31:42,8:37:08,Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,29
23,4.8,12.975996,80.221898,13.045996,80.291898,18:51:19,19:08:25,Windy,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,28
32,4.6,19.120083,72.907385,19.150083,72.937385,17:39:40,17:42:47,Sandstorms,Medium ,2,Meal ,motorcycle ,1,No ,Metropolitian ,30
20,4.8,22.31279,73.170283,22.37279,73.230283,20:56:43,21:02:18,Sunny,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,18
32,4.6,23.351058,85.325731,23.371058,85.345731,10:44:02,10:52:24,Windy,Low ,2,Buffet ,scooter ,1,No ,Metropolitian ,24
24,4.7,10.96185,76.971082,11.05185,77.061082,21:34:48,21:48:30,Windy,Jam ,1,Buffet ,scooter ,1,No ,Urban ,19
27,4.8,21.160522,72.771477,21.250522,72.861477,18:36:03,18:46:20,Fog,Medium ,0,Meal ,motorcycle ,0,Yes ,Metropolitian ,42
26,4.7,21.170096,72.789122,21.300096,72.919122,23:27:09,23:31:25,Sunny,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,23
22,4.9,23.230791,77.43702,23.360791,77.56702,18:01:04,18:16:26,Fog,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,42
31,4.8,12.975996,80.221898,12.995996,80.241898,10:04:58,10:14:38,Fog,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,15
36,4.8,26.474133,80.3481,26.514133,80.3881,16:51:04,17:03:28,Windy,Medium ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,32
30,4.1,12.323978,76.627961,12.453978,76.757961,18:04:28,18:08:36,Stormy,Medium ,0,Drinks ,motorcycle ,2,No ,Metropolitian ,48
30,4,12.972532,77.608179,13.002532,77.638179,20:35:33,20:42:00,Fog,Jam ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,38
31,4.8,13.049645,80.242268,13.139645,80.332268,17:19:39,17:28:50,Sandstorms,Medium ,0,Snack ,motorcycle ,0,No ,Metropolitian ,44
34,4.1,11.003008,76.97544,11.033008,77.00544,23:39:16,23:52:25,Sandstorms,Low ,0,Buffet ,motorcycle ,0,No ,Urban ,24
36,4.2,22.310329,73.169083,22.440329,73.299083,18:22:45,18:26:24,Sandstorms,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,34
29,4.9,21.186884,72.793616,21.236884,72.843616,18:04:18,18:07:35,Stormy,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,20
34,4.6,21.186438,72.794115,21.266438,72.874115,23:23:15,23:33:48,Fog,Low ,1,Snack ,scooter ,0,No ,Metropolitian ,26
21,4.7,22.728163,75.884212,22.738163,75.894212,11:15:45,11:31:53,Windy,High ,2,Snack ,motorcycle ,1,No ,Metropolitian ,22
39,4.6,13.029198,77.570997,13.049198,77.590997,10:23:40,10:25:34,Windy,Low ,1,Buffet ,scooter ,0,No ,Metropolitian ,27
28,4.8,26.910262,75.783013,27.020262,75.893013,20:14:54,20:18:15,Stormy,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,28
25,4.7,18.546947,73.900626,18.626947,73.980626,21:30:36,21:46:42,Stormy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,38
34,5,30.905562,75.832841,30.945562,75.872841,16:35:51,16:35:26,Cloudy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,34
21,4.5,17.426228,78.407495,17.536228,78.517495,22:33:54,22:36:18,Cloudy,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,24
27,4.7,26.47775,80.351569,26.53775,80.411569,17:45:52,17:56:51,Fog,Medium ,1,Buffet ,motorcycle ,0,NaN ,Urban ,12
31,4.3,12.979096,77.640625,13.069096,77.730625,18:20:16,18:32:02,Cloudy,Medium ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,44
33,4.8,12.972532,77.608179,12.992532,77.628179,8:47:58,9:04:13,Cloudy,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,15
29,5,21.157735,72.768778,21.217735,72.828778,17:16:58,17:23:30,Stormy,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,25
31,4.1,26.891191,75.802083,27.031191,75.942083,21:16:00,21:29:55,Sandstorms,Jam ,0,Buffet ,motorcycle ,1,Yes ,Urban ,51
